Student_ID,Gender,Age,Branch,Year,Attendance,Study_Hours,Coding_Hours,Assignment_Score,Internal_Marks,Final_Exam,CGPA,Projects,Certifications,Internship,Extra_Curricular,Placement,Company_Tier,Salary_LPA
STU3606,Male,23,CSE,2,79.0,2.7,4.3,73.2,73.1,64.4,6.96,3,2,Yes,Yes,Yes,Tier 3,7.8
STU3607,Female,22,Mechanical,3,83.9,2.6,3.4,75.3,74.7,70.1,6.89,4,3,Yes,No,Yes,Tier 3,6.41
STU3608,Male,23,IT,4,74.6,4.3,0.3,71.1,69.9,81.6,7.56,3,7,Yes,No,No,Not Placed,0.0
STU3609,Female,23,IT,2,72.0,3.9,3.0,57.6,77.1,63.3,7.1,0,1,Yes,Yes,Yes,Tier 3,7.55
STU3610,Female,23,Civil,2,78.8,4.4,3.4,63.0,74.6,97.2,8.41,2,6,No,Yes,Yes,Tier 2,10.68
STU3611,Female,21,ECE,2,87.5,5.2,4.9,67.9,84.3,96.2,7.94,1,5,No,Yes,No,Not Placed,0.0
STU3612,Male,22,ECE,4,81.4,3.9,2.2,66.2,74.3,73.7,8.33,0,3,No,No,Yes,Tier 2,12.58
STU3613,Male,20,Mechanical,3,78.5,3.0,3.3,80.8,82.4,61.6,8.06,0,3,Yes,No,Yes,Tier 2,10.47
STU3614,Female,20,Mechanical,1,84.7,4.0,2.9,62.3,82.9,83.7,7.79,2,3,Yes,Yes,Yes,Tier 3,7.97
STU3615,Male,18,ECE,4,74.7,5.6,1.7,81.8,73.3,94.4,7.73,1,4,No,No,Yes,Tier 3,6.21
STU3616,Male,20,IT,2,72.2,3.8,2.0,68.0,76.6,76.6,8.7,0,4,No,Yes,Yes,Tier 2,12.94
STU3617,Female,19,IT,2,79.2,6.4,0.0,59.2,82.9,100.0,9.13,1,1,No,No,No,Not Placed,0.0
STU3618,Female,23,Mechanical,3,75.2,4.9,1.8,61.8,87.4,80.0,8.32,4,3,Yes,Yes,Yes,Tier 2,10.15
STU3619,Female,20,ECE,3,72.5,4.7,4.9,68.4,65.6,100.0,7.68,1,4,No,Yes,Yes,Tier 3,7.08
STU3620,Male,18,Mechanical,3,89.2,3.1,2.2,63.7,86.7,64.6,8.03,1,6,Yes,Yes,Yes,Tier 2,11.02
STU3621,Female,18,Civil,1,99.6,3.6,3.8,77.0,90.3,74.6,7.55,0,3,No,Yes,No,Not Placed,0.0
STU3622,Male,19,Civil,4,69.6,4.4,2.8,54.2,77.2,82.9,7.76,3,3,Yes,No,No,Not Placed,0.0
STU3623,Male,18,CSE,4,78.7,3.8,3.1,73.4,70.6,81.9,8.14,1,8,Yes,Yes,Yes,Tier 2,14.31
STU3624,Female,21,CSE,3,83.4,5.3,5.5,61.9,77.5,100.0,8.36,2,4,Yes,Yes,Yes,Tier 2,11.82
STU3625,Male,23,CSE,1,68.2,4.1,1.9,50.4,65.3,87.5,7.75,4,5,No,Yes,Yes,Tier 3,5.53
STU3626,Male,23,Mechanical,4,80.2,3.1,1.9,80.8,77.9,93.4,8.74,1,2,No,No,Yes,Tier 2,13.77
STU3627,Male,23,IT,2,80.8,4.2,4.1,67.0,68.5,89.9,7.37,0,6,Yes,Yes,Yes,Tier 3,6.41
STU3628,Female,22,CSE,2,85.8,3.4,2.4,69.0,88.8,83.9,8.68,2,1,No,Yes,No,Not Placed,0.0
STU3629,Female,20,CSE,2,75.8,4.7,2.1,70.5,74.0,89.3,8.63,4,4,No,Yes,Yes,Tier 2,13.5
STU3630,Female,21,IT,4,77.5,3.2,3.9,67.4,87.6,81.1,8.04,2,3,No,No,Yes,Tier 2,12.91
STU3631,Female,20,CSE,3,89.8,6.1,2.9,67.8,74.6,99.6,8.92,0,3,Yes,Yes,Yes,Tier 2,11.32
STU3632,Male,21,CSE,2,85.4,2.1,2.3,67.1,79.3,63.5,6.81,2,3,Yes,No,No,Not Placed,0.0
STU3633,Male,20,ECE,3,87.8,3.5,2.0,79.0,79.7,73.4,6.91,1,2,No,No,Yes,Tier 3,6.63
STU3634,Male,19,CSE,1,68.0,4.1,1.2,54.7,74.3,74.8,6.63,2,7,Yes,Yes,Yes,Tier 3,7.03
STU3635,Male,18,CSE,2,76.7,3.3,0.2,66.9,79.4,80.9,8.02,2,5,No,Yes,Yes,Tier 2,12.88
STU3636,Male,18,Mechanical,1,94.1,1.2,4.2,90.1,71.4,75.8,7.56,2,3,Yes,Yes,Yes,Tier 3,5.29
STU3637,Female,19,Mechanical,3,81.3,6.2,1.9,67.3,85.2,100.0,8.52,3,2,Yes,Yes,Yes,Tier 2,10.76
STU3638,Male,21,IT,4,81.0,4.8,0.0,79.4,82.6,100.0,9.15,1,3,No,Yes,Yes,Tier 1,29.27
STU3639,Male,22,CSE,3,81.3,2.4,5.2,61.6,63.7,53.5,5.99,1,3,No,Yes,No,Not Placed,0.0
STU3640,Male,21,Mechanical,2,94.6,2.6,2.6,78.5,93.8,79.4,7.69,2,3,No,Yes,Yes,Tier 3,5.24
STU3641,Male,18,IT,2,76.0,2.2,2.5,76.8,62.9,63.4,6.24,1,1,Yes,No,Yes,Tier 3,7.25
STU3642,Female,22,CSE,3,87.4,3.7,0.1,68.5,80.9,84.6,8.58,2,5,No,Yes,Yes,Tier 2,9.3
STU3643,Male,20,CSE,2,84.1,5.7,3.4,86.6,74.7,100.0,8.78,0,4,No,Yes,Yes,Tier 2,10.74
STU3644,Male,22,CSE,2,71.1,3.6,1.7,63.7,69.1,73.3,7.14,2,2,No,No,Yes,Tier 3,5.35
STU3645,Female,21,ECE,1,79.6,3.4,1.7,59.5,72.1,80.6,7.48,1,1,Yes,Yes,Yes,Tier 3,6.46
STU3646,Male,19,Civil,4,75.3,5.1,3.1,74.4,76.8,100.0,8.28,1,1,Yes,No,Yes,Tier 2,14.5
STU3647,Male,20,Mechanical,3,71.8,4.3,2.7,77.2,63.8,84.9,6.54,2,4,No,No,No,Not Placed,0.0
STU3648,Male,21,ECE,1,91.6,3.9,1.0,65.4,88.3,69.6,6.99,3,1,Yes,Yes,Yes,Tier 3,6.89
STU3649,Female,20,IT,2,72.2,4.8,0.4,68.2,75.4,85.1,7.81,1,2,No,No,Yes,Tier 3,4.6
STU3650,Female,22,ECE,1,88.0,1.8,2.7,68.0,77.7,61.4,7.22,3,5,Yes,No,Yes,Tier 3,6.89
STU3651,Female,18,IT,4,75.1,4.5,2.6,58.1,79.6,74.3,7.43,2,1,No,No,No,Not Placed,0.0
STU3652,Male,21,CSE,3,92.9,5.5,6.0,69.0,77.4,100.0,7.9,1,4,Yes,Yes,Yes,Tier 3,4.08
STU3653,Female,19,ECE,4,78.6,2.4,0.0,69.9,74.0,60.2,7.48,3,4,Yes,Yes,Yes,Tier 3,6.65
STU3654,Male,22,Civil,4,84.7,3.5,2.7,81.9,65.3,84.4,6.99,2,1,Yes,No,No,Not Placed,0.0
STU3655,Male,21,IT,1,77.5,1.6,0.1,67.1,69.3,62.2,6.77,3,6,No,Yes,No,Not Placed,0.0
STU3656,Male,19,Mechanical,1,64.7,3.4,1.9,63.9,60.3,72.1,6.96,2,3,No,Yes,No,Not Placed,0.0
STU3657,Male,21,IT,4,68.7,3.2,1.9,58.4,55.3,79.7,7.99,1,2,Yes,Yes,No,Not Placed,0.0
STU3658,Male,22,IT,2,66.8,6.0,3.3,60.7,67.2,100.0,7.84,2,2,Yes,Yes,Yes,Tier 3,7.51
STU3659,Female,21,CSE,3,84.0,3.4,3.4,64.3,76.1,68.7,7.25,2,0,Yes,No,Yes,Tier 3,5.46
STU3660,Female,20,ECE,2,81.8,4.3,4.5,55.5,78.3,71.7,7.49,5,1,Yes,No,Yes,Tier 3,6.87
STU3661,Male,22,Mechanical,2,86.8,5.5,2.9,68.6,83.0,100.0,8.24,2,1,No,Yes,No,Not Placed,0.0
STU3662,Male,21,ECE,3,76.6,1.3,4.0,76.2,71.5,69.9,7.26,5,2,No,Yes,Yes,Tier 3,6.53
STU3663,Male,18,CSE,1,64.6,4.1,4.6,40.6,71.3,68.5,6.9,1,2,Yes,No,Yes,Tier 3,4.37
STU3664,Male,21,CSE,2,92.4,2.6,2.9,84.6,88.4,80.6,7.95,2,1,No,Yes,No,Not Placed,0.0
STU3665,Female,20,ECE,1,89.9,2.6,4.3,77.1,88.7,72.2,7.46,3,3,Yes,No,Yes,Tier 3,5.24
STU3666,Male,19,IT,3,85.0,2.9,2.8,70.6,82.1,79.5,8.31,2,6,No,Yes,Yes,Tier 2,12.77
STU3667,Female,19,IT,2,90.9,3.3,2.5,70.8,84.4,79.7,7.87,3,2,Yes,No,Yes,Tier 3,4.12
STU3668,Male,19,Civil,1,81.2,2.7,1.5,73.5,67.7,57.6,6.21,1,4,Yes,Yes,No,Not Placed,0.0
STU3669,Male,18,Mechanical,1,84.1,3.4,3.1,82.4,83.5,94.3,7.61,4,4,No,Yes,Yes,Tier 3,6.2
STU3670,Male,20,IT,2,76.4,5.1,3.0,69.1,65.3,100.0,8.91,0,3,Yes,Yes,No,Not Placed,0.0
STU3671,Male,22,CSE,3,73.4,4.5,3.0,63.7,74.3,83.1,7.78,5,4,No,Yes,Yes,Tier 3,6.18
STU3672,Male,19,CSE,4,69.4,7.2,4.2,84.8,75.0,100.0,8.97,1,3,No,Yes,No,Not Placed,0.0
STU3673,Female,20,ECE,1,76.0,4.1,3.9,67.5,76.4,93.4,8.72,2,4,Yes,Yes,Yes,Tier 2,13.47
STU3674,Male,21,Mechanical,3,100.0,4.6,0.3,66.9,63.9,100.0,8.27,2,5,No,Yes,Yes,Tier 2,14.84
STU3675,Female,18,Mechanical,2,69.8,5.4,0.3,66.0,76.3,100.0,8.85,1,1,Yes,Yes,Yes,Tier 2,8.35
STU3676,Male,20,IT,1,74.5,2.5,2.7,61.3,84.3,68.4,7.97,3,2,No,Yes,No,Not Placed,0.0
STU3677,Male,20,CSE,1,82.9,5.4,1.0,67.8,63.8,100.0,7.7,2,3,Yes,Yes,Yes,Tier 3,4.37
STU3678,Male,22,Civil,1,100.0,2.7,2.4,90.2,86.4,89.8,8.74,0,5,No,No,Yes,Tier 2,10.15
STU3679,Female,20,Civil,3,73.6,4.4,1.1,72.5,70.3,94.5,8.2,3,3,Yes,No,Yes,Tier 2,12.02
STU3680,Male,22,ECE,1,77.0,5.0,2.6,53.3,73.9,76.3,7.11,2,3,Yes,Yes,Yes,Tier 3,4.08
STU3681,Female,18,CSE,1,87.4,1.6,1.0,59.2,89.0,57.0,7.49,2,3,No,No,No,Not Placed,0.0
STU3682,Male,18,ECE,2,86.9,3.4,3.1,73.9,80.4,83.3,7.56,1,5,Yes,No,Yes,Tier 3,5.16
STU3683,Female,21,Civil,1,76.4,3.8,0.9,74.8,65.4,73.6,7.33,3,3,Yes,Yes,Yes,Tier 3,4.48
STU3684,Male,22,ECE,3,75.3,2.5,2.7,48.4,67.3,64.3,6.91,0,1,No,Yes,No,Not Placed,0.0
STU3685,Female,22,Mechanical,2,85.6,4.3,0.0,79.9,71.6,83.9,7.44,2,1,Yes,No,Yes,Tier 3,6.51
STU3686,Female,19,CSE,4,79.6,5.9,0.8,88.5,59.8,100.0,8.75,3,3,Yes,Yes,Yes,Tier 2,12.99
STU3687,Female,19,CSE,2,84.3,2.7,3.6,80.9,72.8,71.0,7.57,3,2,Yes,No,Yes,Tier 3,4.09
STU3688,Male,21,CSE,1,80.6,5.3,4.4,63.0,80.7,100.0,8.3,4,4,No,No,Yes,Tier 2,14.55
STU3689,Male,18,Civil,4,84.8,4.4,3.9,76.8,80.1,86.9,8.58,2,4,Yes,Yes,Yes,Tier 2,13.16
STU3690,Male,23,ECE,2,85.6,2.2,3.6,73.9,79.2,79.0,7.6,2,1,Yes,Yes,Yes,Tier 3,5.32
STU3691,Female,19,Mechanical,1,66.4,3.4,4.7,75.8,65.9,93.0,7.74,5,2,No,No,Yes,Tier 3,6.89
STU3692,Male,20,CSE,2,78.3,4.2,3.9,77.1,73.6,95.1,8.6,3,3,Yes,Yes,Yes,Tier 2,11.19
STU3693,Female,18,Civil,3,84.7,5.8,0.2,64.4,81.7,95.2,8.72,2,0,Yes,No,Yes,Tier 2,12.75
STU3694,Male,23,Mechanical,1,88.5,4.8,3.9,78.4,86.0,100.0,8.68,1,4,No,Yes,No,Not Placed,0.0
STU3695,Male,20,CSE,3,79.3,3.0,3.9,62.1,77.0,65.2,7.75,0,6,Yes,No,No,Not Placed,0.0
STU3696,Male,22,Civil,1,67.2,4.3,0.0,70.3,59.9,79.0,6.84,4,4,No,No,No,Not Placed,0.0
STU3697,Female,18,CSE,3,92.0,1.0,1.5,73.6,77.6,52.7,7.21,3,4,Yes,Yes,Yes,Tier 3,5.69
STU3698,Female,21,CSE,4,88.8,4.9,4.9,73.5,82.9,95.3,8.2,1,4,No,No,Yes,Tier 2,11.09
STU3699,Female,22,CSE,3,82.8,2.9,2.3,71.9,71.1,69.9,7.28,1,6,Yes,Yes,Yes,Tier 3,4.76
STU3700,Male,22,Civil,2,78.3,2.6,0.8,63.7,69.2,65.7,6.76,2,5,Yes,Yes,Yes,Tier 3,7.47
STU3701,Female,20,Civil,1,86.8,3.5,3.8,73.6,84.0,77.3,8.13,4,4,No,Yes,Yes,Tier 2,14.39
STU3702,Female,22,IT,2,78.4,2.4,2.1,71.8,80.5,70.0,6.6,1,2,Yes,No,No,Not Placed,0.0
STU3703,Male,19,Mechanical,3,89.0,3.6,1.9,71.7,71.8,80.0,7.14,0,3,No,No,No,Not Placed,0.0
STU3704,Female,18,ECE,1,96.4,5.1,3.8,79.8,72.4,88.8,8.15,2,3,Yes,No,Yes,Tier 2,10.79
STU3705,Female,19,Mechanical,3,78.1,1.5,3.1,62.0,64.4,55.7,6.71,1,3,No,No,Yes,Tier 3,5.55
STU3706,Female,20,CSE,4,88.2,3.8,2.3,63.7,84.5,73.5,7.42,3,0,Yes,Yes,Yes,Tier 3,4.63
STU3707,Female,23,ECE,4,76.8,3.7,3.0,67.0,66.6,73.3,7.56,2,3,Yes,Yes,Yes,Tier 3,5.3
STU3708,Male,20,ECE,4,90.2,4.5,2.2,82.7,75.8,89.1,7.76,2,1,Yes,No,No,Not Placed,0.0
STU3709,Male,18,CSE,3,80.0,3.6,3.9,76.9,65.1,85.8,7.79,1,3,Yes,No,Yes,Tier 3,7.21
STU3710,Female,22,IT,3,93.6,5.0,0.4,83.9,81.9,100.0,8.6,3,4,No,Yes,No,Not Placed,0.0
STU3711,Male,21,ECE,4,79.8,5.5,2.2,77.0,73.0,100.0,7.79,1,2,Yes,No,Yes,Tier 3,5.67
STU3712,Female,20,CSE,3,74.8,5.1,1.9,67.6,75.9,100.0,9.18,3,1,Yes,Yes,Yes,Tier 1,26.79
STU3713,Female,18,Civil,2,79.3,3.0,3.0,64.2,77.4,72.1,7.18,3,5,Yes,Yes,Yes,Tier 3,7.42
STU3714,Female,21,CSE,3,80.2,6.2,0.8,67.0,59.5,100.0,7.69,2,1,No,Yes,Yes,Tier 3,5.37
STU3715,Female,22,Civil,2,83.9,2.5,4.7,70.2,79.8,63.3,6.97,0,3,No,No,No,Not Placed,0.0
STU3716,Male,23,CSE,4,79.4,4.7,1.4,63.4,74.0,92.7,7.96,3,1,Yes,No,Yes,Tier 3,7.95
STU3717,Male,20,CSE,3,84.0,5.3,4.1,75.9,86.9,99.8,8.88,5,4,No,No,Yes,Tier 2,12.16
STU3718,Male,23,CSE,4,84.1,6.4,3.4,66.4,70.5,100.0,8.13,3,1,Yes,No,Yes,Tier 2,10.35
STU3719,Male,18,Mechanical,1,78.6,5.1,2.8,53.4,78.7,86.9,7.83,2,3,Yes,Yes,Yes,Tier 3,4.46
STU3720,Male,23,Mechanical,3,84.6,3.0,2.9,80.0,78.0,80.0,7.93,3,1,Yes,No,Yes,Tier 3,5.28
STU3721,Male,23,CSE,3,77.3,5.0,0.0,71.6,66.8,89.5,7.79,4,4,No,Yes,Yes,Tier 3,4.59
STU3722,Female,18,CSE,4,98.0,3.7,1.7,65.1,92.5,78.3,8.29,1,6,Yes,Yes,Yes,Tier 2,13.37
STU3723,Female,18,ECE,4,84.4,5.2,6.0,66.2,80.4,100.0,8.5,2,2,Yes,Yes,Yes,Tier 2,9.83
STU3724,Male,20,IT,4,86.9,4.1,2.8,72.0,75.7,72.2,7.48,1,3,Yes,Yes,No,Not Placed,0.0
STU3725,Male,23,Mechanical,1,80.4,5.6,3.1,69.2,68.3,97.0,7.52,3,3,Yes,No,Yes,Tier 3,5.38
STU3726,Female,21,CSE,1,76.2,3.9,0.0,83.7,82.3,97.1,8.99,2,3,Yes,Yes,Yes,Tier 2,10.23
STU3727,Male,18,ECE,4,88.7,5.0,2.1,66.1,86.2,87.3,8.11,2,2,Yes,No,Yes,Tier 2,12.22
STU3728,Male,22,Mechanical,3,84.6,3.1,2.0,63.4,77.4,73.6,7.38,0,1,Yes,Yes,No,Not Placed,0.0
STU3729,Male,23,Civil,3,61.1,5.3,1.4,68.8,65.4,96.6,8.25,3,2,Yes,Yes,Yes,Tier 2,10.48
STU3730,Female,18,ECE,4,97.4,1.3,3.4,77.1,74.7,68.4,7.28,2,3,No,Yes,No,Not Placed,0.0
STU3731,Male,21,CSE,2,87.9,4.7,1.9,82.7,89.9,96.4,9.01,1,3,Yes,Yes,Yes,Tier 1,17.16
STU3732,Female,20,CSE,1,79.0,4.3,1.4,66.3,65.6,73.0,7.63,1,1,No,Yes,No,Not Placed,0.0
STU3733,Male,23,ECE,1,86.8,4.1,0.3,82.5,85.6,100.0,8.67,3,3,No,Yes,Yes,Tier 2,12.38
STU3734,Male,18,ECE,2,85.4,1.3,0.8,69.7,93.9,56.8,7.27,0,4,No,Yes,No,Not Placed,0.0
STU3735,Male,18,Civil,4,86.0,3.3,1.0,71.3,71.9,79.9,8.63,1,2,Yes,Yes,Yes,Tier 2,11.55
STU3736,Male,22,Mechanical,3,75.0,5.3,2.0,58.0,68.5,88.4,7.6,5,3,Yes,No,Yes,Tier 3,7.03
STU3737,Female,22,ECE,3,82.6,2.9,1.8,84.3,70.0,82.5,7.33,3,4,Yes,No,Yes,Tier 3,5.02
STU3738,Female,23,IT,1,84.4,2.1,1.6,65.4,87.1,71.6,7.99,3,5,Yes,Yes,Yes,Tier 3,7.45
STU3739,Female,18,IT,2,91.9,2.6,0.0,65.3,82.0,67.5,7.74,3,6,Yes,No,Yes,Tier 3,5.53
STU3740,Female,23,CSE,3,82.8,5.3,1.0,83.5,64.6,98.5,8.42,2,2,No,No,Yes,Tier 2,12.36
STU3741,Female,18,CSE,1,85.4,4.4,2.7,77.2,69.1,82.2,7.3,2,4,Yes,Yes,Yes,Tier 3,7.96
STU3742,Female,22,ECE,3,74.7,5.6,4.7,78.8,77.7,100.0,8.47,2,3,No,No,Yes,Tier 2,12.83
STU3743,Female,21,CSE,3,82.5,4.7,4.9,64.7,70.4,85.8,7.74,2,5,Yes,No,Yes,Tier 3,6.07
STU3744,Male,19,CSE,3,88.9,2.8,5.5,78.7,65.3,81.8,7.31,1,7,No,Yes,No,Not Placed,0.0
STU3745,Male,19,CSE,1,76.5,6.1,2.9,78.3,77.7,100.0,8.6,1,1,Yes,No,Yes,Tier 2,9.89
STU3746,Male,18,CSE,2,78.9,3.1,2.4,59.3,77.4,68.8,7.15,1,3,No,Yes,No,Not Placed,0.0
STU3747,Female,22,CSE,4,74.3,2.9,3.5,68.5,66.1,72.6,7.7,3,3,No,No,Yes,Tier 3,5.6
STU3748,Male,20,ECE,2,71.2,4.2,2.0,60.5,67.8,82.3,7.13,1,4,Yes,Yes,No,Not Placed,0.0
STU3749,Male,20,IT,3,75.1,4.4,3.7,63.2,69.9,92.0,8.68,3,2,Yes,Yes,Yes,Tier 2,8.61
STU3750,Female,19,ECE,2,86.5,4.9,2.3,66.0,76.7,85.5,7.42,1,2,Yes,No,No,Not Placed,0.0
STU3751,Female,21,ECE,3,80.0,3.5,2.9,72.4,85.9,79.6,8.75,1,1,Yes,No,Yes,Tier 2,9.76
STU3752,Female,19,Civil,1,75.1,5.6,1.4,64.4,78.5,100.0,8.93,4,2,No,No,Yes,Tier 2,10.38
STU3753,Male,18,CSE,1,99.4,3.1,3.9,72.3,89.4,79.7,7.79,6,3,Yes,No,Yes,Tier 3,7.36
STU3754,Female,21,IT,1,76.4,2.6,1.0,78.4,72.5,80.2,7.58,2,1,Yes,Yes,No,Not Placed,0.0
STU3755,Male,20,CSE,3,87.0,1.5,1.5,73.3,72.4,51.0,6.69,3,3,Yes,No,No,Not Placed,0.0
STU3756,Male,22,IT,2,84.7,3.6,2.0,59.0,88.9,72.9,8.07,2,4,No,No,No,Not Placed,0.0
STU3757,Male,22,Civil,4,84.0,4.9,1.2,65.7,76.9,95.1,8.26,1,3,No,No,Yes,Tier 2,8.65
STU3758,Male,18,Mechanical,4,67.4,4.7,3.3,50.2,61.1,71.7,6.5,1,6,No,Yes,No,Not Placed,0.0
STU3759,Male,19,ECE,1,92.2,4.2,2.7,70.7,100.0,100.0,9.62,1,2,Yes,Yes,Yes,Tier 1,21.15
STU3760,Female,18,IT,4,84.6,3.3,1.0,74.3,79.1,67.8,7.4,3,3,No,No,No,Not Placed,0.0
STU3761,Male,22,ECE,3,89.4,5.4,1.7,79.1,70.6,94.5,8.66,2,0,No,Yes,No,Not Placed,0.0
STU3762,Female,20,CSE,2,91.1,4.0,2.7,81.9,87.6,85.2,8.19,3,0,Yes,No,No,Not Placed,0.0
STU3763,Male,22,ECE,4,95.7,4.3,2.8,72.6,90.6,82.7,8.31,4,7,No,Yes,Yes,Tier 2,11.58
STU3764,Male,21,ECE,4,74.0,2.5,1.1,62.9,68.8,70.5,7.65,4,2,Yes,Yes,Yes,Tier 3,7.83
STU3765,Male,23,IT,2,76.2,1.6,2.5,70.4,66.0,61.9,6.75,1,5,No,Yes,No,Not Placed,0.0
STU3766,Male,22,CSE,4,77.3,4.9,3.4,74.4,71.6,89.1,7.39,2,2,Yes,No,Yes,Tier 3,5.5
STU3767,Female,22,Mechanical,2,75.1,6.9,2.0,65.2,78.0,100.0,7.96,1,3,Yes,Yes,Yes,Tier 3,7.92
STU3768,Male,23,CSE,3,92.6,4.4,1.0,81.1,87.7,100.0,8.14,1,1,Yes,Yes,Yes,Tier 2,11.49
STU3769,Male,21,CSE,3,74.0,4.9,4.5,61.2,67.1,91.7,7.53,1,1,No,Yes,No,Not Placed,0.0
STU3770,Male,19,IT,3,79.0,4.9,3.4,51.3,85.8,90.4,8.22,2,2,No,No,No,Not Placed,0.0
STU3771,Male,22,CSE,1,68.9,3.9,1.9,70.1,57.3,87.2,7.76,1,1,No,No,No,Not Placed,0.0
STU3772,Female,18,Mechanical,3,87.9,2.0,2.6,77.9,74.2,70.5,7.65,2,2,No,No,No,Not Placed,0.0
STU3773,Male,22,ECE,4,81.0,4.7,2.0,68.8,74.5,95.4,7.41,1,2,No,No,No,Not Placed,0.0
STU3774,Female,18,Mechanical,1,89.1,5.7,1.0,75.4,77.1,100.0,8.76,3,3,Yes,No,Yes,Tier 2,12.98
STU3775,Female,21,IT,1,87.6,4.5,3.5,82.4,74.7,100.0,8.29,2,5,No,Yes,Yes,Tier 2,8.65
STU3776,Female,22,Mechanical,1,68.9,3.6,5.0,62.8,79.6,78.0,7.85,2,3,Yes,Yes,Yes,Tier 3,6.75
STU3777,Female,21,Civil,3,83.5,4.4,3.9,47.8,75.6,75.7,8.27,1,0,Yes,Yes,Yes,Tier 2,8.68
STU3778,Female,21,IT,1,73.3,3.8,2.9,49.1,74.7,85.6,7.54,0,4,Yes,No,Yes,Tier 3,6.14
STU3779,Female,19,IT,3,83.1,5.5,2.0,81.4,79.2,100.0,8.77,0,4,Yes,Yes,Yes,Tier 2,10.35
STU3780,Female,22,Civil,3,77.3,4.2,0.0,72.3,76.6,86.2,8.37,2,3,Yes,Yes,Yes,Tier 2,10.25
STU3781,Male,18,CSE,1,96.7,4.8,4.9,87.3,82.0,94.8,8.49,3,2,No,Yes,Yes,Tier 2,8.59
STU3782,Male,18,IT,1,100.0,5.3,1.5,91.9,70.6,100.0,8.07,0,1,Yes,Yes,No,Not Placed,0.0
STU3783,Male,22,CSE,4,80.0,4.8,3.8,80.4,82.2,98.5,8.35,1,2,Yes,Yes,Yes,Tier 2,12.83
STU3784,Female,23,CSE,1,82.8,4.0,3.9,59.3,75.7,76.8,7.35,3,3,No,No,Yes,Tier 3,6.21
STU3785,Female,19,CSE,3,63.7,2.1,3.9,58.4,63.1,54.3,6.36,0,7,Yes,Yes,Yes,Tier 3,5.57
STU3786,Male,19,IT,4,68.8,4.4,0.4,55.8,65.7,92.2,7.58,1,3,Yes,Yes,Yes,Tier 3,7.91
STU3787,Female,19,ECE,4,85.1,5.0,4.0,73.1,80.0,100.0,8.84,1,3,Yes,Yes,No,Not Placed,0.0
STU3788,Male,18,CSE,3,81.7,2.0,1.8,59.1,71.8,51.6,6.59,2,2,No,Yes,Yes,Tier 3,4.12
STU3789,Male,21,Mechanical,1,85.4,4.4,2.4,72.3,76.0,87.4,7.29,3,5,Yes,No,Yes,Tier 3,6.59
STU3790,Female,23,IT,1,75.6,3.9,2.3,52.8,78.4,62.4,7.5,2,2,No,Yes,No,Not Placed,0.0
STU3791,Male,19,Civil,2,84.4,1.2,1.6,68.6,78.8,52.4,7.54,2,4,No,No,Yes,Tier 3,5.9
STU3792,Male,18,Civil,1,61.8,4.3,2.1,70.7,58.9,82.9,7.09,0,1,No,No,Yes,Tier 3,7.42
STU3793,Female,18,Mechanical,2,77.1,5.6,2.7,61.9,78.0,95.7,8.73,0,2,No,No,No,Not Placed,0.0
STU3794,Female,21,Civil,4,85.7,4.0,1.1,66.6,75.4,76.2,8.05,3,6,Yes,Yes,Yes,Tier 2,13.44
STU3795,Male,22,Mechanical,4,95.6,1.4,0.1,78.6,89.5,49.1,7.14,5,1,No,Yes,No,Not Placed,0.0
STU3796,Female,22,Civil,4,81.1,4.4,3.8,71.1,72.5,85.1,8.0,2,4,Yes,No,Yes,Tier 2,9.1
STU3797,Male,19,CSE,2,86.7,5.2,2.9,75.2,79.5,100.0,7.91,3,5,Yes,Yes,Yes,Tier 3,5.48
STU3798,Male,19,IT,3,76.6,2.9,0.0,60.8,78.1,64.3,7.0,2,2,No,No,Yes,Tier 3,6.82
STU3799,Male,23,Mechanical,3,85.5,3.6,3.1,67.2,70.8,95.1,8.07,2,5,No,No,Yes,Tier 2,10.89
STU3800,Female,21,IT,4,78.0,3.5,2.2,68.4,79.7,72.5,8.03,5,2,Yes,Yes,Yes,Tier 2,12.8
STU3801,Male,19,Mechanical,2,97.6,4.0,0.5,86.5,97.4,93.9,8.37,0,3,Yes,No,Yes,Tier 2,14.06
STU3802,Female,21,Civil,2,79.4,3.4,1.7,62.8,78.5,78.0,8.45,3,1,No,Yes,No,Not Placed,0.0
STU3803,Female,18,CSE,4,80.6,5.5,3.1,67.8,76.9,90.6,8.79,0,1,No,No,No,Not Placed,0.0
STU3804,Female,19,Mechanical,1,88.2,5.5,1.0,58.0,86.2,80.8,7.62,1,1,Yes,Yes,No,Not Placed,0.0
STU3805,Male,18,CSE,4,86.0,3.2,1.0,68.8,84.6,85.1,7.64,5,3,Yes,No,Yes,Tier 3,6.89
STU3806,Female,20,IT,2,79.1,5.5,1.6,70.1,75.7,100.0,8.9,0,4,No,Yes,No,Not Placed,0.0
STU3807,Male,21,ECE,1,85.3,1.9,1.1,78.9,70.1,79.6,7.37,1,3,Yes,Yes,No,Not Placed,0.0
STU3808,Male,20,CSE,3,73.6,2.9,0.8,59.2,66.6,62.1,6.58,1,4,No,No,No,Not Placed,0.0
STU3809,Male,19,ECE,1,83.8,4.6,0.8,72.5,74.0,95.2,8.62,4,2,Yes,No,Yes,Tier 2,11.78
